model_specification,formula,term,coefficient_log_odds,standard_error,z_statistic,p_value,odds_ratio,ci_low_log_odds,ci_high_log_odds,ci_low_odds_ratio,ci_high_odds_ratio,p_holm,p_fdr_bh
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(prompt, Treatment(reference='evidence'))[T.guided]",-1.8385237349099324,0.326275141114833,-5.634887563385839,1.751725882187979e-08,0.159052055874032,-2.478011260545729,-1.1990362092741358,0.08390993476456758,0.30148464003381076,1.2262081175315853e-07,4.379314705469947e-08
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(prompt, Treatment(reference='evidence'))[T.label]",-2.0275988770103823,0.3396010577477077,-5.970531689323245,2.364816432430036e-09,0.13165125279123607,-2.6932047193075963,-1.3619930347131681,0.06766374821896287,0.25614975252944405,1.8918531459440287e-08,7.882721441433453e-09
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(parser, Treatment(reference='P1'))[T.P2]",-0.6942029949386118,0.13003887416315257,-5.33842667745365,9.375660839143962e-08,0.49947237139861295,-0.949074504888527,-0.4393314849886966,0.3870991160620332,0.6444671130444422,5.625396503486377e-07,1.8751321678287924e-07
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(year_num, Treatment(reference=2023))[T.2025]",-0.7008613253740054,0.25751952393812044,-2.7215852012153294,0.006496963487205838,0.4961577664197209,-1.2055903176086218,-0.19613233313938894,0.2995151382560638,0.8219034624158017,0.02598785394882335,0.009281376410294055
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(dataset_clean, Treatment(reference='nazario'))[T.spam_assassin]",-0.6508550985878306,0.26832923617730786,-2.425583987269116,0.0152837788610691,0.5215995669583996,-1.176770737494496,-0.12493945968116515,0.3082726262087279,0.8825503308457143,0.045851336583207294,0.01910472357633637
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(obfuscation_clean, Treatment(reference='no'))[T.yes]",0.10268708494057999,0.24991802931537718,0.4108830612256343,0.6811582835521846,1.1081445996846402,-0.3871432516047847,0.5925174214859447,0.6789938210049826,1.8085355357029385,0.6811582835521846,0.6811582835521846
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(model, Treatment(reference='Llama'))[T.Qwen]:C(prompt, Treatment(reference='evidence'))[T.guided]",1.203076252718961,0.3204826465879775,3.7539513153911055,0.0001740686863878682,3.330346167251117,0.5749418077364467,1.8312106977014753,1.7770271146749728,6.241438581398823,0.0008703434319393409,0.0002901144773131137
screen_model_X_prompt,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(prompt, Treatment(reference='evidence'))","C(model, Treatment(reference='Llama'))[T.Qwen]:C(prompt, Treatment(reference='evidence'))[T.label]",0.7208453555641365,0.35935808880004905,2.0059249479290924,0.04486425605376554,2.0561706714722723,0.016516443962893868,1.4251742671653793,1.016653594462586,4.158582483995068,0.08972851210753108,0.04984917339307282
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))",Intercept,3.686097826420194,0.3829687494565481,9.625061657513706,6.266932868543056e-22,39.88888949791781,2.935492870281016,4.4367027825593714,18.830781981169906,84.49588057299812,5.013546294834445e-21,2.8201197908443752e-21
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(model, Treatment(reference='Llama'))[T.Qwen]",-1.0039043824568,0.16669633084452584,-6.02235440558749,1.7189797917078214e-09,0.366445899503684,-1.3306231872670438,-0.677185577646556,0.26431249378400073,0.5080448348870009,1.0313878750246929e-08,3.867704531342598e-09
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(prompt, Treatment(reference='evidence'))[T.guided]",-0.9743661433812972,0.10894071845273706,-8.944003281968598,3.7532140062097245e-19,0.3774315152220798,-1.18788602799858,-0.7608462587640146,0.30486505954423115,0.46727082761075517,2.6272498043468073e-18,1.1259642018629175e-18
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(prompt, Treatment(reference='evidence'))[T.label]",-1.4593363633607221,0.1282410904764211,-11.379631582507804,5.282240565933744e-30,0.2323904463819592,-1.71068428203265,-1.2079884446887943,0.18074207173972753,0.298797723461835,4.7540165093403697e-29,4.7540165093403697e-29
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(parser, Treatment(reference='P1'))[T.P2]",-0.4134314617911155,0.1681669070101395,-2.458459093656209,0.013953467175896246,0.6613768624126155,-0.7430325429224853,-0.08383038065974574,0.4756692387226439,0.9195872226452904,0.04186040152768874,0.017940172083295174
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(year_num, Treatment(reference=2023))[T.2025]",-0.8537940460048192,0.2630021007500993,-3.2463392633357016,0.0011689943956374863,0.4257963724199909,-1.3692686913333887,-0.3383194006762499,0.25429285814090674,0.7129675292161042,0.005844971978187431,0.0021041899121474754
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(dataset_clean, Treatment(reference='nazario'))[T.spam_assassin]",-0.7442345890397936,0.26942791891122014,-2.762277168777851,0.005739972792997537,0.47509780587423867,-1.2723036065353632,-0.216165571544224,0.280185440778254,0.8056019060788913,0.022959891171990147,0.008609959189496306
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(obfuscation_clean, Treatment(reference='no'))[T.yes]",0.2399293059546313,0.25227020692894553,0.9510806245234097,0.34156344957713136,1.27115928375285,-0.25451121399856874,0.7343698259078313,0.7752953588809767,2.0841681897893616,0.34156344957713136,0.34156344957713136
screen_model_X_parser,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(parser, Treatment(reference='P1'))","C(model, Treatment(reference='Llama'))[T.Qwen]:C(parser, Treatment(reference='P1'))[T.P2]",-0.4412535567752607,0.2226309461237012,-1.9819956050947447,0.047479732537076436,0.6432295906734959,-0.8776021930217922,-0.004904920528729151,0.4157786743879428,0.9951070889507635,0.09495946507415287,0.05341469910421099
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))",Intercept,4.113080874937815,0.42345786075091113,9.71308188173471,2.651949257747466e-22,61.13477632833163,3.2831187188956514,4.943043030979978,26.658784442220476,140.1962225552935,2.1215594061979727e-21,1.1933771659863597e-21
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(model, Treatment(reference='Llama'))[T.Qwen]",-1.5326473921411643,0.23957908151731777,-6.397250471261942,1.5819970884599108e-10,0.21596317063804665,-2.002213763364293,-1.0630810209180357,0.13503601432218681,0.34539001544253184,9.491982530759464e-10,3.5594934490347994e-10
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(prompt, Treatment(reference='evidence'))[T.guided]",-0.9752771054781115,0.10943902602198478,-8.91160256928997,5.030015608954021e-19,0.37708784597616396,-1.1897736549843434,-0.7607805559718795,0.30429013082701223,0.4673015296174052,3.521010926267814e-18,1.5090046826862062e-18
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(prompt, Treatment(reference='evidence'))[T.label]",-1.462608754750727,0.12970315992542275,-11.276585363006603,1.7126536955365393e-29,0.23163121681177398,-1.7168222768855943,-1.2083952326158596,0.17963607560533182,0.2986762008739327,1.5413883259828853e-28,1.5413883259828856e-28
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(parser, Treatment(reference='P1'))[T.P2]",-0.6962327835924975,0.1292568437315317,-5.386428783907046,7.187138758511115e-08,0.49845957627397486,-0.9495715420616215,-0.4428940251233735,0.386906761219392,0.6421752579256232,3.593569379255558e-07,1.2936849765320007e-07
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(year_num, Treatment(reference=2023))[T.2025]",-1.1890134923161086,0.3402169460988359,-3.494868512430566,0.00047429535139530436,0.304521528763673,-1.8558264536000317,-0.5222005310321854,0.156323694993208,0.5932137254342256,0.0018971814055812174,0.0007114430270929565
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(dataset_clean, Treatment(reference='nazario'))[T.spam_assassin]",-0.7213628031823399,0.2657154256215793,-2.714794602138283,0.006631688693775879,0.4860893602373344,-1.242155467537367,-0.200570138827313,0.2887611314140859,0.8182640959288576,0.019895066081327635,0.008526456891997559
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(obfuscation_clean, Treatment(reference='no'))[T.yes]",0.20454332010157977,0.25044458649696383,0.8167208681272872,0.4140879629128378,1.2269646069259024,-0.28631904955549564,0.6954056897586551,0.7510229641756361,2.0045221231035053,0.4140879629128378,0.4140879629128378
screen_model_X_year,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(year_num, Treatment(reference=2023))","C(model, Treatment(reference='Llama'))[T.Qwen]:C(year_num, Treatment(reference=2023))[T.2025]",0.4316593725912514,0.2786299101036121,1.54922123195867,0.12132854719312074,1.5398105241523554,-0.11444521622746118,0.977763961409964,0.8918607965788119,2.658505070954568,0.24265709438624147,0.13649461559226084
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))",Intercept,4.095672564372284,0.41830792763989244,9.791046962653107,1.2301542870760272e-22,60.079733060130636,3.2758040917505085,4.91554103699406,26.464496810933078,136.39308354751554,9.841234296608218e-22,5.535694291842123e-22
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(model, Treatment(reference='Llama'))[T.Qwen]",-1.5100969390165178,0.2588642476675352,-5.833547709361422,5.4261082572366515e-09,0.22088856420130695,-2.0174615413299435,-1.002732336703092,0.13299263325827437,0.36687564265428385,3.2556649543419906e-08,1.2208743578782466e-08
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(prompt, Treatment(reference='evidence'))[T.guided]",-0.9754754061892295,0.10960588059107376,-8.899845527710413,5.592446540660262e-19,0.377013076601808,-1.1902989846415317,-0.7606518277369272,0.3041303201772113,0.46736168839048664,3.914712578462184e-18,1.6777339621980788e-18
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(prompt, Treatment(reference='evidence'))[T.label]",-1.4620221787976126,0.1294172202459303,-11.296967868876692,1.3582711386312303e-29,0.23176712597017157,-1.715675269458924,-1.2083690881363014,0.1798422377302906,0.2986840097098395,1.2224440247681073e-28,1.2224440247681073e-28
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(parser, Treatment(reference='P1'))[T.P2]",-0.6955645482519757,0.12918076443596258,-5.384428179295847,7.267531471412057e-08,0.4987927758941446,-0.9487541940418149,-0.44237490246213634,0.38722312796777947,0.6425087121988446,3.633765735706028e-07,1.3081556648541702e-07
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(year_num, Treatment(reference=2023))[T.2025]",-0.809144270757933,0.26028967220065086,-3.108629950304689,0.0018795696882609337,0.4452389072039195,-1.3193026538189452,-0.2989858876969208,0.2673216527164416,0.7415698746199915,0.007518278753043735,0.0028193545323914005
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(dataset_clean, Treatment(reference='nazario'))[T.spam_assassin]",-1.0513657549895359,0.34426491008046833,-3.053943995464975,0.002258542394562584,0.3494601461028645,-1.726112579888174,-0.37661893009089775,0.17797493025232772,0.686177505680681,0.007518278753043735,0.0029038402215804653
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(obfuscation_clean, Treatment(reference='no'))[T.yes]",0.204573857912229,0.2516906570256453,0.8127987758059074,0.41633343754210417,1.2270020763108556,-0.2887307651032589,0.697878480927717,0.74921389277587,2.0094850212842177,0.4219305919873304,0.41633343754210417
screen_model_X_dataset,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(dataset_clean, Treatment(reference='nazario'))","C(model, Treatment(reference='Llama'))[T.Qwen]:C(dataset_clean, Treatment(reference='nazario'))[T.spam_assassin]",0.3656325411132264,0.29229195045068584,1.250915533422855,0.2109652959936652,1.4414254807250984,-0.20724915474108385,0.9385142369675367,0.812817107520438,2.556180716744249,0.4219305919873304,0.23733595799287335
screen_model_X_obfuscation,"detected ~ C(model, Treatment(reference='Llama')) + C(prompt, Treatment(reference='evidence')) + C(parser, Treatment(reference='P1')) + C(year_num, Treatment(reference=2023)) + C(dataset_clean, Treatment(reference='nazario')) + C(obfuscation_clean, Treatment(reference='no')) + C(model, Treatment(reference='Llama')):C(obfuscation_clean, Treatment(reference='no'))",Intercept,3.61524646389527,0.38234932944615996,9.45534929832889,3.2194525167205695e-21,37.16050351953967,2.865855548667757,4.364637379122784,17.564073698141588,78.62088519771072,2.5755620133764556e-20,1.4487536325242565e-20
